date,ID,Idle_Phonefacingdown,Idle_Phonefacingup,Lying,Sitting,Standing,Walking,COMMUNICATION,ENTERTAINMENT,FINANCE,MAPS_AND_NAVIGATION,PERSONALIZATION,PRODUCTIVITY,SOCIAL,TOOLS,TRAVEL_AND_LOCAL,VIDEO_PLAYERS,ART_AND_DESIGN,BUSINESS,EDUCATION,FOOD_AND_DRINK,LIFESTYLE,MUSIC_AND_AUDIO,PHOTOGRAPHY,WEATHER,BOOKS_AND_REFERENCE,GAME_STRATEGY,SHOPPING,COMICS,GAME_ACTION,GAME_PUZZLE,GAME_BOARD,GAME_CASUAL,HEALTH_AND_FITNESS,SPORTS,AUTO_AND_VEHICLES,GAME_ADVENTURE,GAME_ROLE_PLAYING,GAME_SPORTS,NEWS_AND_MAGAZINES
2022-12-22,6,14476.68579,4523.275015,2945.166875,2272.415565,55318.00414,6864.369365,292.815,,,,,13.888,9247.577,78.474,63.164,27048.907,,,,,,,,,505.872,,,,,,,,,,,,,,
2022-12-23,6,825.5,95.5,1.5,0,32249.5,0,186.299,,,,1.786,,7096.071,52.196,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,6,796,3702.5,4705.5,1073,1194,7,522.078,12.364,,,33.614,3.646,5723.603,128.27,,1507.261,,,,,,,,,,,,,,,,,,,,,,,
2022-12-25,6,49572.19818,12020.46427,7371.693914,5638.78627,11672.5661,124.06849,340.803,,,,,51.199,17692.416,75.946,,733.048,,,,,,,,109.557,,,,,,,,,,,,,,,
2022-12-26,6,36287.3375,8642.392505,20874.97911,7426.141055,10846.66057,2322.3896,484.426,120.191,136.876,,71.869,57.58,3942.497,157.468,,,,,,,,,,,222.911,,,,,,,,,,,,,,
2022-12-27,6,48141.87475,10744.93847,16322.92666,4858.403562,5554.914256,777.001144,265.187,187.467,,,,5.331,3884.529,46.509,,5928.791,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,24,31816.39331,16129.63926,27684.91706,3285.261756,5014.421244,2469.420576,89.65,322.486,,,220.826,3.944,3130.565,55.176,1508.259,,,,,,,,,1.779,,,,,,,,,,,,,,,
2022-12-29,24,14644.9447,4001.983831,46329.4069,7061.508208,13669.93144,692.168693,3966.427,212.648,247.39,,,11.287,8702.797,22.615,441.416,1966.38,,,,,,,,,,,,,,,,,,,,,,,
2022-12-30,24,9795.5,1703,19831,929.5,1608.5,1771.5,5368.033,88.241,34.178,,306.693,2.066,1669.646,17.707,,27.989,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,24,10536.76503,25540.01892,10989.95373,1329.421646,18325.78616,12860.95376,18539.05,,,,,6.479,7708.88,73.879,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,24,27255.63635,11819.45864,9996.051072,4515.450396,30092.97061,2720.582214,15454.507,,,,,22.354,4810.763,239.128,,2006.827,,,,,,,,10.429,,,,,,,,,,,,,,,
2023-01-02,24,16604.02939,14547.90191,12548.27795,3251.201562,12769.29165,26679.15401,8615.484,,,,,4.174,3782.145,603.336,1.335,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,24,44648.39295,19496.38992,4453.08906,2819.05638,13073.76147,1909.03818,7650.743,,,,4.667,8.4,6384.568,55.849,,667.313,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,24,40198.68505,454.773609,25.01505,105.06321,19921.48552,25694.95906,1080.278,,,,,4.857,,9.474,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-05,24,4825.548255,68.500685,590.0059,149.00149,38343.88344,32360.82361,187.87,,,,,16.205,141.917,6.025,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29,7,2959.656528,15843.02288,37.028768,7.934736,61285.25595,0,1070.372,127.543,,,1048.577,419.318,12174.958,1078.37,,12484.206,,,,,,2.641,,,,,,,,,,,,,,,,,
2022-12-01,7,0,0,81220.54059,0,48.64962,202.70675,11037.826,1380.09,,,1391.577,2.602,4009.009,140.212,,5227.977,,,534.444,,,,,,,,,,,,,,,,,244.223,,,
2022-12-02,7,0,0,23018.91923,0,0,0,9108.877,1901.161,109.961,,1162.645,,11521.979,16.973,,3754.494,,,,,,,,,,,,,,,,,,,,,,,
2022-12-04,7,41471.94997,194.583788,3528.111314,28603.81684,1280.1565,256.0313,6787.697,2293.059,,,1982.974,89.864,12319.747,213.563,,5340.682,,,,,,1.238,,,,,,,,,,,,,,1940.208,,,
2022-12-07,7,61.127715,11680.95063,8376.34931,0,19195.95487,46.308875,4427.827,,,,743.649,,9986.446,2740.545,,973.501,,,,,,,,,,,,,,,,,,,,1977.499,,,
2022-12-08,7,1472.914385,9561.554503,63.321553,0,4641.745146,0,25602.298,,,,522.022,,1930.404,77.049,,3419.197,,,,,,,,,,,,,,,,,,,,4526.813,,,
2022-12-09,7,36.474552,17120.74944,4322.234412,0,0,0,3824.783,10245.199,,,409.547,20.425,3007.386,46.012,,18810.689,,,,,,,,,,,,,,,,,,,,,,,
2022-12-10,25,19741.8533,461.034101,0,0,29564.81108,66.623425,2092.392,1533.052,,,2707.499,6.025,7692.795,93.791,,14078.491,,,,,,94.755,,,,,,,,,,,,,,,,,
2022-12-11,25,0,6227.078679,0,0,3806.886321,0,2756.884,1.855,,,635.816,31.828,3255.183,2326.681,,18497.632,,,,,,,,,,,,,,,,,,,,6192.402,,,
2022-12-14,25,4146.06953,24214.15909,16.695582,0,53142.03751,278.2597,3463.702,,,,1598.293,9.54,13112.767,434.309,,2199.187,,,,,,,,,,,,,,,,,,,,,28.341,,
2022-12-15,25,4178.776958,2897.62554,0,0,43856.20039,0,229.093,6073.398,,,755.497,129.512,12452.819,364.694,,3823.936,,,,,,,,,,,,,,,,,,,,,,,
2022-12-16,25,6159.644346,1948.265679,33.141822,4405.495053,0,0,11300.763,5.515,,,720.412,43.348,14063.227,48.683,,6639.431,,,,,,,,,,,,,,,,,,,,1109.482,,,
2022-12-17,25,10067.87299,26.387925,0,0,19416.23522,43.979875,2199.714,,217.891,,699.193,4.333,7320.806,517.423,,12592.516,,,,,,,,,,,,,,,,,,,,498.338,,,
2022-12-18,25,16.719364,246.610619,0,4.179841,25956.81261,104.496025,2795.681,16.011,,,1696,2.532,5799.524,464.832,,5995.58,,,3776.238,,,,,,,,,,,,,,,,,4722.67,,,
2022-11-28,9,8702.938216,8235.217928,4472.575254,405.079178,7191.199428,584.65036,10024.269,78.116,,,,588.54,6022.008,3798.889,,2875.768,,694.411,,,,274.068,292.098,,,,,,,,,,,,,,,,
2022-11-29,9,5359.50846,4623.35239,9728.95094,168.05548,3461.57755,3.65338,13104.811,1734.787,,,,275.229,17152.459,2184.476,,438.781,,377.71,,,,317.226,181.632,,,,,,,,,,,,,,,,
2022-11-30,9,36724.4984,6860.019639,14983.88701,4077.124161,15081.10606,1914.000165,7950.613,289.051,,,,7427.28,5431.052,11749.791,,306.568,,665.994,17.389,2.511,,62.258,705.139,,,,,,,,,,,,,,,,
2022-12-02,9,17288.11759,2906.801584,16026.9955,1080.153896,20596.44235,2460.03636,12043.673,43.374,,,,87.943,8888.988,1756.918,,4584.128,,,40.638,,,317.748,40.558,,,,,,,,,,3.643,,,,,,
2022-12-03,9,17417.93968,14746.11496,23280.23745,887.988804,22848.03051,7217.855898,19880.13,20.519,,,,1687.481,5733.954,2222.39,,1445.485,,,,,,1193.654,221.354,,,,,,,,,,,,,,,,
2022-12-04,9,6418.116789,2246.529978,11236.43193,340.38333,3282.808116,98.332962,12124.285,1862.018,,,,544.249,19085.895,1794.607,,718.214,,75.127,235.378,,,,1821.781,,,,,,,,,,,,,,,,
2022-12-05,9,3242.33216,8520.62094,6636.64864,810.58304,21081.49172,1519.8432,9127.234,,,2362.368,,1303.131,5519.728,3430.071,289.838,3543.529,,996.957,153.757,,,265.032,362.254,,,,,,,,,,,,,,,,
2022-12-06,9,9773.860698,7326.736546,21014.23958,61.470822,22094.36974,916.207966,8128.79,,,,,53.747,14801.582,1174.738,,,,459.171,,,,162.324,739.934,,,,138.629,,,,,,28.401,,,,,,
2022-12-07,9,10667.73365,9562.887894,11533.69383,421.782331,9652.469982,2235.819613,10847.697,19.354,,1279.19,,1089.231,2085.042,2646.198,91.075,3136.268,,551.31,355.843,,,1433.395,,,,,3.382,,,,,,,,,,,,
2022-12-08,26,4680.001605,120.946165,3710.38235,81.9974,475.58492,0,17016.884,123.678,,,,26.363,4885.871,1492.702,,113.616,,1638.053,106.185,,,620.795,52.771,,,,,,,,,,10.179,,,,,,
2022-12-12,26,2967.33072,3299.04452,3850.89566,33.17138,7979.22468,4704.3048,10300.387,,,2703.316,,1912.245,1373.658,3154.107,141.433,,,223.335,520.003,,,739.67,101.701,,,,,,,,,,,,,,,,
2022-12-13,26,446.345589,319.283706,65.15994,289.961733,4642.645725,5910.006558,19552.088,2540.228,,,,253.503,,3077.899,,2209.155,,82.992,171.71,,,31.041,116.718,,,,,,,,,,,,,,,,
2022-12-23,26,3286.467384,1316.377944,416.405268,0,1405.927464,0,14062.339,,,,,19.049,11942.028,2624.735,,1398.006,,2872.116,1.221,,,21.108,1020.551,,,,,,,,,,,,,,,,
2022-12-24,26,15507.74901,6205.11753,39541.22862,388.450447,19790.79355,2739.332373,13718.452,17.77,,,,1378.063,19142.171,1895.369,,906.122,,1648.837,258.376,,,505.18,294.855,,,,,,,,,,,,,,,,
2022-12-27,26,938.424774,2441.819565,6830.71094,344.727468,10878.06677,79.798025,15922.961,433.161,,,,4453.398,1907.859,3826.738,,3082.014,,1699.086,138.283,,,151.592,428.725,,,,,,,,,,,,,,,,
2022-12-28,26,7385.050536,3048.824656,4697.129152,934.577876,7834.832972,215.46464,10637.443,7493.178,,,,1773.754,6494.733,8727.904,,2891.617,,306.577,153.647,,,97.57,337.121,,,,,,,,,,24.186,,,,,,
2022-12-29,26,2391.09701,2471.13373,2981.36782,305.139995,5657.595645,715.328185,13915.042,,,,,6429.014,1834.639,14308.643,22.369,3058.669,,19.311,124.688,,,723.351,210.4,,,,,,,,,,,,,,,,
2022-12-30,26,18807.10278,7524.759879,31247.10105,1992.318489,16431.03113,636.390657,11467.341,3244.389,,,,474.562,7075.121,2869.147,313.869,1590.392,,,51.847,,,42.574,4077.118,,,,,,,,,,,,,,,,
2023-01-31,17,0,15113.8143,0,0,0,0,9520.473,33.794,103.646,,1168.582,1508.776,8426.816,117.606,,982.942,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,17,0,5750.3289,31691.81267,42652.43958,70.004004,0,12853.285,,321.97,,1922.495,276.889,8996.79,90.528,294.618,1270.855,,10.245,,,,,1.768,,,,,,,,,,,,,,,,
2023-02-02,17,0,15,72075,14205,65,40,14620.114,,123.278,,2285.54,103.484,14492.836,101.372,,2305.02,,,5.186,,,,,,,,,,,,,,,,,,,1098.54,
2023-02-03,17,0,64.999987,61689.98766,0,24644.99507,0,9284.828,,,,1512.561,49.26,15720.886,80.862,142.689,2313.071,,,,,,,,,7.092,,,,,,,,,,,,,42.74,
2023-02-04,17,0,0,0,0,86402.74128,0,8267.133,,,,1244.493,60.517,12694.927,92.645,246.406,3343.793,,14.848,,,,,,,,,,,,,,,,,,,,810.063,
2023-02-05,17,144.773538,0,103.40967,31457.22161,35669.44217,0,6420.24,,,,2336.53,1293.117,7364.316,49.719,2147.218,730.974,,,,,,,61.609,,,,,,,,,,,,,,,,
2023-02-06,17,80303.36226,0,0,73.49301,0,0,13122.13,,203.517,,2340.744,349.97,9648.753,72.748,1432.598,288.336,,,26.705,,,,,,,,,,,,,,,,,,,,1.115
2023-02-07,17,6686.47761,13.440156,79532.12313,0,0,168.00195,2843.478,,85.046,,1671.116,435.312,7600.215,26.266,1239.054,335.914,,151.506,2.163,,,,,,,,,,,,,,,,,,,83.707,
2023-02-08,27,0,0,86400,0,0,0,233.842,,,,524.946,,1320.511,0.192,,243.034,,,,,,,,,0.877,,,,,,,,,,,,,62.789,
2023-02-09,27,0,9667.97123,76731.62694,0,0,0,11650.885,,,,1810.854,471.521,10459.907,59.903,2702.01,2624.732,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,27,0,86402.4779,0,0,0,0,10150.603,,14.19,,1031.18,154.112,21091.906,13.222,60.191,10766.916,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,27,0,22750,0,0,0,0,7453.963,,,,2534.166,207.464,7626.821,46.337,210.266,5076.39,,,32.559,,,,,,0.853,,,,,,,,,,,,,,
2023-02-12,27,0,70,0,0,59160,0,3240.891,,,,2474.436,455.077,4990.899,117.841,319.833,7428.343,,,,,,2.769,,,3.152,,,,,,,,,,,,,52.234,
2023-02-13,27,0,0,0,0,86400,0,19066.963,,10.561,,1720.734,65.338,9864.797,89.475,3194.914,1753.6,,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,27,0,0,0,0,86397.34732,0,25213.493,,,,1088.844,,8780.124,13.031,,1234.721,,,29.204,,,,,,,,,,,,,,,,,,,170.826,
2023-02-15,27,0,0,0,0,71011.79296,0,20031.798,,153.521,,1947.668,9.424,8530.161,203.498,1297.19,1531.836,,,,,,132.197,,,5.274,,,,,,,,,,,,,,
2023-01-03,19,1709.706087,1074.964905,1542.489324,1685.817978,4531.915536,1136.391471,5893.488,,45.796,,,23.396,16148.369,1312.428,,12283.938,,,,,,,9.73,,,,,,,,,,,,,,,,
2023-01-04,19,4073.743586,4138.803373,21634.88148,975.896805,21584.83549,33991.23641,7765.178,,,,,0.612,12090.103,1042.376,,1461.227,,,,,12.327,,,,,1100.963,,,,,,,,,,,,,
2023-01-05,19,9472.47207,41988.7944,4448.81274,2189.415708,25358.23262,2939.215608,9557.968,,,,,8.981,12081.314,716.628,,7489.343,,12222.507,,,,,297.674,,,163.192,193.219,,,,,,,,,,,,
2023-01-06,19,7125.909344,5132.987904,13471.66286,2080.415552,13877.53832,18519.58704,9133.841,,,,,,15167.027,1063.91,,2937.009,,7346.492,1451.882,,2364.959,,,,,,,,,,,,,,,,,,
2023-01-07,19,3567.076668,8374.98291,8313.31146,1850.1435,10286.79786,1403.642202,4695.783,,,,,328.001,11792.177,713.978,,3968.225,,8273.489,175.838,,,,50.776,,,,,,,,,,,,,,,,
2023-01-08,19,7656.393361,1236.108322,6688.621721,4484.741759,10605.89738,560.867655,4279.269,,3.956,,,1540.315,7936.069,1453.634,,3750.782,,,88.95,,,3.379,542.783,,,514.195,,,,,,,,,,,,,
2023-01-09,19,4138.469916,1703.952712,10543.9924,272.13004,4498.518892,822.670044,5627.248,,32.854,,,26.157,18842.901,360.737,,5229.393,,,,,,,,,,,,,,,,,,,,,,,
2023-01-10,19,12027.25293,3647.24283,10390.01964,1082.54223,25286.15859,6077.74398,5918.429,,61.332,,,111.867,18949.551,1293.467,,3616.208,,5785.994,390.233,,1.99,,,,10.859,423.181,421.573,,,,,34.377,,,,,,,
2023-01-11,28,14993.38319,1077.987038,6314.26706,1085.189624,15358.31421,8419.823034,5492.411,,,,,,13829.83,473.507,,5648.309,,,,,,,81.794,,,,,,,,,,,,,,,,
2023-01-12,28,4629.042432,1450.147552,1303.70408,657.209728,24823.9544,1885.906176,16451.59,,,,,15.098,6346.767,422.145,,44.417,,8689.154,,,,,,,,609.312,,,,6.294,,,,,,,,,
2023-01-13,28,6776.47863,1986.710304,3550.716288,713.31354,14123.60809,17684.89199,9172.529,,,,,543.417,12435.226,487.339,,3460.476,,,102.625,,,,1.018,,,390.721,,,,,,,,,,,,,
2023-01-14,28,1591.34217,1527.837905,1296.234115,130.744075,6455.02176,1378.416105,4987.99,,31.313,,,92.378,10687.971,2002.707,,12480.371,,,,,,,,,,1286.342,285.913,,,,,,,,,,,,
2023-01-15,28,868.130712,38.104974,316.436958,124.25535,3996.052056,10372.83662,5125.341,,,,,,15310.926,111.353,,10021.233,,,,89.047,,,,,,386.319,26.721,,,,,,,,,,,,
2023-01-20,28,20.141585,157.104363,36.254853,0,1373.656097,737.182011,6193.252,,100.863,,,75.035,18649.069,1434.051,,5198.682,,,,,,2.669,117.712,,,1046.889,,,,,,,,,,,,,
2023-01-21,28,1299.90185,3472.94532,3880.08439,1079.1638,3315.97604,309.03327,11478.403,,,,,258.252,20497.026,682.554,,1893.728,,7956.995,,,,,33.724,,,412.88,,,,,,,,,,,,,
2023-01-23,28,1277.168036,1620.710071,2243.127405,92.958433,7517.50806,3136.336696,8136.97,13.692,,,,861.22,23489.818,671.378,,8209.454,,,,,256.124,,,,3.776,622.968,63.482,,,,,,,,,,,,
2023-01-24,29,28323.5308,8727.751587,5339.253498,908.391966,25490.5242,17609.08023,14414.008,,205.864,,,429.272,23870.87,890.699,151.565,5330.143,,,,,,,,,,,1097.548,,,,,,,,,,,,
2023-01-25,29,12251.49934,8061.953928,5182.684668,1135.016288,20563.82451,6751.677772,9635.478,,182.356,,,670.074,22015.151,689.384,,3810.858,,,,,,,,,,,,,,,7.319,,,,,,,,
2023-01-26,29,14897.25144,15020.19987,9184.247721,717.199175,16315.25666,1999.961128,5986.052,,362.192,,,1599.763,17478.922,3015.718,,3078.352,,,,0.693,97.326,,296.219,,,602.412,,,,,,,,,,,,,
2023-01-27,29,22160.77916,12706.89519,16227.63213,656.359788,31548.45139,3097.557596,6431.052,,,,,1413.867,11123.398,680.522,,12820.918,,,,,,,,,4.082,,157.303,,,,0.765,,,,,,,,
2023-01-28,29,1112.585625,7026.596325,563.71005,0,974.130525,98.8965,8930.256,,35.904,,,336.994,22921.419,541.943,,2125.93,,11452.509,,,,,,,,,,,,1.257,,,,,,,,,
2023-01-29,29,5094.435955,2186.214835,1186.513825,0,7063.544005,126.224875,5541.655,,38.111,,,871.339,14565.282,1574.274,,8067.901,,,,,24.787,,560.843,,,,,,,,,,,,,,,,
2023-02-04,29,26036.33042,12778.62586,11590.51068,696.261044,24030.58759,4091.332098,12838.512,,,,,140.629,17801.297,864.255,,3603.188,,4029.213,,,,,410.202,,,401.979,668.409,,,,,,,,,,,,
2023-02-05,29,11062.91112,7376.743843,1657.893416,141.097312,26032.45406,886.267491,14192.933,,,,,179.833,14325.31,701.452,,16206.387,,,,,,,,,,928.427,,,,3.583,,,,,,,,,
